"Title","Year","Rated","Released","Runtime","Genre","Director","Writer","Actors","Plot","Language","Country","Awards","Poster","Metascore","imdbRating","imdbVotes","imdbID","Type","DVD","BoxOffice","Production","Website","Response","totalSeasons"
"Alelí","2019","N/A","01 Mar 2020","88 min","Comedy, Drama","Leticia Jorge","Ana Guevara, Leticia Jorge","Néstor Guzzini, Mirella Pascual, Cristina Morán, Romina Peluffo","The death of their father causes three dysfunctional siblings to fight over their beloved childhood home.","Spanish","Uruguay, Argentina","N/A","https://m.media-amazon.com/images/M/MV5BNzVhYWY3OGEtZWZkZC00YjM2LTg3NDctY2RmMTRkNTcxMDFmXkEyXkFqcGdeQXVyMTkwNDQ0Mzg@._V1_SX300.jpg","N/A","6.7","24","tt10984818","movie","N/A","N/A","N/A","N/A","True",NULL
"She Made Me a Criminal","2006","N/A","26 Jul 2006","105 min","Comedy","Amr Arafa","Nader Salah El Din (screenplay)","Ahmed Helmy, Ghadah Adel, Hassan Hosny, Riham Abdel Ghafour","A girl fabricated a story of abduction to a simple young man aiming request for a ransom from her father, a wealthy businessman to recover the money that she inherited from her mother from her father's Scrooge.","Arabic","Egypt","N/A","https://m.media-amazon.com/images/M/MV5BNTllYTdhNzktNzA1ZC00MzMwLWI4MTQtZjkwMDI1MTA1NjdhXkEyXkFqcGdeQXVyNTc3MjUzNTI@._V1_SX300.jpg","N/A","6.4","1,817","tt1020956","movie","N/A","N/A","N/A","N/A","True",NULL
"Mischief Upon Mischief","2019","N/A","01 Sep 2018","N/A","Action, Adventure, Sci-Fi","Ken Gamble","Ken Gamble","Jamie Gray Hyder, Doris Morgado, Jeffrey Decker, Ken Gamble","Quaid Branson is abducted by aliens on the night of his engagement celebration and abruptly sent off to the Darovingian Mines; an asteroid slave mining colony on the outer rim of the galaxy...","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BZmE1NDZkYTAtM2Q2MC00YmI2LTk1OTEtNWZkY2JiYWRiZTM4XkEyXkFqcGdeQXVyMjM1MzM1NTA@._V1_SX300.jpg","N/A","N/A","N/A","tt7629780","movie","N/A","N/A","N/A","N/A","True",NULL
"The Dealer","2010","N/A","N/A","N/A","N/A","Ahmed Saleh","Medhat El Adl","Boris Abramov, Ahmed el-Sakka, Khaled Nabawy, Selami Sahin","a guy travel to turkey and work there and finally became a dealer and there he met with his old enemy who married to the girl that he loves","Arabic","Egypt","N/A","https://m.media-amazon.com/images/M/MV5BYzljM2ZlYTUtN2E3ZS00NDFmLWIyMTUtMTMwN2Y3ZDNmYWUwXkEyXkFqcGdeQXVyMzk0MzcwODg@._V1_SX300.jpg","N/A","5.8","348","tt2364114","movie","N/A","N/A","N/A","N/A","True",NULL
"Boushkash","2008","N/A","22 Jul 2008","120 min","Comedy, Drama","Ahmed Yousry, Hazem Fouda","Ahmed Fahmy","Mohammad Saad, Zeina, Ezzat Abou Aouf, Edward","An Egyptian business man who got an enchanted neckless of good luck. One day it got stolen and he begins a journey to get back his stolen neckless","Arabic","Egypt","N/A","https://m.media-amazon.com/images/M/MV5BODQ2MGI1M2QtOGJiZC00ZjAyLTkzY2ItNTBjNjE1NjM2ZTdiXkEyXkFqcGdeQXVyNTMyMTc5OTM@._V1_SX300.jpg","N/A","4.1","250","tt1272034","movie","N/A","N/A","N/A","N/A","True",NULL
"El Lembi 8 Giga","2010","N/A","25 Jul 2010","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","https://m.media-amazon.com/images/M/MV5BZTM3ZmFkMGEtOWYzZS00ODMzLWI5NzktOTc0NzlmZTg5MzVlXkEyXkFqcGdeQXVyMjQxNjE2NDI@._V1_SX300.jpg","N/A","5.7","7","tt6449770","movie","N/A","N/A","N/A","N/A","True",NULL
"Code 8","2019","N/A","13 Dec 2019","98 min","Action, Crime, Drama, Sci-Fi, Thriller","Jeff Chan","Chris Pare (screenplay by), Jeff Chan (story by)","Kari Matchett, Robbie Amell, Penny Eizenga, Lawrence Bayne","A super-powered construction worker falls in with a group of criminals in order to raise the funds to help his ill mother.","English","Canada","N/A","https://m.media-amazon.com/images/M/MV5BNmQ2NWMyZDgtNWQ5My00ZmQwLWE0MTQtN2ZiNjY2ODc0Y2YxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg","48","6.1","19,739","tt6259380","movie","N/A","N/A","N/A","N/A","True",NULL
"School Life","2019","N/A","28 Aug 2019","111 min","Comedy, Drama","Mehdi Idir, Grand Corps Malade","Mehdi Idir (screenplay), Grand Corps Malade (screenplay)","Zita Hanrot, Liam Pierron, Soufiane Guerrab, Moussa Mansaly","The daily life of a school located in Saint Denis.","French, Arabic","France","1 win & 3 nominations.","https://m.media-amazon.com/images/M/MV5BNDRjZDQ1YTItZDgyZC00ZjkzLTk2MjAtM2ZmN2JlN2UxMTdhXkEyXkFqcGdeQXVyODIyOTEyMzY@._V1_SX300.jpg","N/A","6.7","718","tt8783532","movie","N/A","N/A","N/A","N/A","True",NULL
"Tiffany Haddish: She Ready! From the Hood to Hollywood","2017","TV-MA","18 Aug 2017","65 min","Comedy","Chris Robinson","Tiffany Haddish","Tiffany Haddish","Stand up comedy performed by Tiffany Haddish.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BYzRmNzU4OWUtNTM4Mi00YjMzLWI1MzEtODRmZmU3NGViYzk3XkEyXkFqcGdeQXVyMzcwMjcwNQ@@._V1_SX300.jpg","N/A","6.7","250","tt6328116","movie","N/A","N/A","Showtime","N/A","True",NULL
"Born Beautiful","2019","N/A","23 Jan 2019","96 min","Comedy","Perci M. Intalan","Jun Lana (creator), Rody Vera (original story), Elmer L. Gatchalian (head writer), Fatrick Tabada (screenplay), Ivan Andrew Payawal (screenplay)","Martin del Rosario, Paolo Ballesteros, Lou Veloso, Chai Fonacier","After her best friend dies, Barbs starts a new life as a straight man named Bobby, which leads her to Trisha's ex-boyfriend Michaelangelo, to her own ex-boyfriend Greg and to a woman claiming she is pregnant with Barbs' child.","Filipino, Tagalog","Philippines","N/A","https://m.media-amazon.com/images/M/MV5BYmVlYWJmNzYtZTU3Ny00NzQxLWI3NTAtNDIyMGRhMzc0NDM5XkEyXkFqcGdeQXVyNTI5NjIyMw@@._V1_SX300.jpg","N/A","7.6","21","tt9364848","movie","N/A","N/A","N/A","N/A","True",NULL
"Babamin Ceketi","2018","N/A","05 Oct 2018","99 min","Comedy","Müfit Can Saçinti","Müfit Can Saçinti","Sami Aksu, Duygu Benli, Kurt Berk, Erkan Can","Ferhat and Aslihan, who have been together for some time, want to crown their relationship with marriage. But Ferhat's being unemployed is a major obstacle to their marriage. In the ...","Turkish","Turkey","N/A","https://m.media-amazon.com/images/M/MV5BYWRhMzZhNzctNmVhYS00NDFhLTlkODMtMWMwZGY4ZjI5MDk3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","N/A","5.0","514","tt8857590","movie","N/A","N/A","N/A","N/A","True",NULL
"Duniya","1984","NOT RATED","18 Sep 1984","169 min","Action, Drama","Ramesh Talwar","Javed Akhtar (dialogue), Javed Akhtar (screenplay), Javed Akhtar (story)","Ashok Kumar, Dilip Kumar, Rishi Kapoor, Amrita Singh","Mohan Kumar's diligence and honesty lands him in trouble with Balwant Singh Kalra, Jugal Kishore Ahuja, and Mr. Bhandari. Together the trio frame and imprison Mohan and make him watch ...","Hindi","India","N/A","https://m.media-amazon.com/images/M/MV5BNDQ3NzE4NjQ1NV5BMl5BanBnXkFtZTgwODMwNzMxNzE@._V1_SX300.jpg","N/A","7.5","93","tt0301231","movie","N/A","N/A","N/A","N/A","True",NULL
"Kaal","2005","Not Rated","29 Apr 2005","126 min","Adventure, Horror, Mystery, Sci-Fi, Thriller","Soham Shah","Soham Shah (dialogue), Soham Shah (screenplay), Soham Shah (story)","Ajay Devgn, Vivek Oberoi, John Abraham, Lara Dutta","A tiger expert, his wife, two tourists and a village chief engage in a battle for survival against supernatural beasts within Jim Corbett National Wildlife Park.","Hindi","India","2 nominations.","https://m.media-amazon.com/images/M/MV5BMzcwZTliMDMtYTRiZi00MTY0LTkwM2UtZTM2MmQ0NDA3MTgxXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","N/A","4.6","4,541","tt0415908","movie","30 Aug 2005","$340,091","Neha Arts","N/A","True",NULL
"Brothers","2015","Not Rated","14 Aug 2015","156 min","Action, Drama, Sport","Karan Malhotra","Gavin O'Connor (original story), Cliff Dorfman (original story), Ekta Pathak Malhotra (adapted screenplay), Siddharth Singh (dialogue), Garima Wahal (dialogue), Anthony Tambakis (orignal story)","Akshay Kumar, Sidharth Malhotra, Jackie Shroff, Jacqueline Fernandez","Two estranged, street-fighting brothers square off against each other in a mixed martial arts tournament.","Hindi, English","India, USA","N/A","https://m.media-amazon.com/images/M/MV5BNzQ4Njg3Mjg5Nl5BMl5BanBnXkFtZTgwODE5MDg1NjE@._V1_SX300.jpg","N/A","6.5","10,979","tt3802576","movie","N/A","N/A","N/A","N/A","True",NULL
"CT Fletcher: My Magnificent Obsession","2015","N/A","18 Sep 2015","101 min","Documentary, Drama, Sport","Vlad Yudin","N/A","C.T. Fletcher, Stephen Adele, Steve Austin, Bill Goldberg","C.T. Fletcher shows you his story, and what he's all about.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BMjMzNjM5MjgyOV5BMl5BanBnXkFtZTgwOTU1ODk1NjE@._V1_SX300.jpg","N/A","7.6","532","tt4939436","movie","N/A","N/A","Generation Iron Fitness Network","N/A","True",NULL
"Gumrah","1993","Not Rated","03 Aug 1993","149 min","Action, Crime, Drama, Thriller","Mahesh Bhatt","Robin Bhatt (dialogue), Robin Bhatt, Sujit Sen","Sanjay Dutt, Sridevi, Anupam Kher, Rahul Roy","Roshni Chadha is the only child of Sharda Chhadha, and has no knowledge of the whereabouts of her absconding dad, Prakash Chhadha. Roshni is introduced to Rahul Malhotra and both are ...","Hindi","India","1 nomination.","https://m.media-amazon.com/images/M/MV5BYWE4MWNiYzYtYzI5MS00MjRiLThiNjItYzdiODRlZDY2ZGFiXkEyXkFqcGdeQXVyOTI1NzYyOTE@._V1_SX300.jpg","N/A","6.4","521","tt0107060","movie","21 Dec 1999","N/A","N/A","N/A","True",NULL
"Friendship","2008","Not Rated","14 Nov 2008","145 min","Comedy, Drama, Romance","Tarun Mansukhani","Anvita Dutt (dialogue script), Tarun Mansukhani (first story)","Abhishek Bachchan, John Abraham, Priyanka Chopra, Kiron Kher","Two straight guys pretend to be gay in order to secure a Miami apartment. When both of them fall for their roommate Neha, hilarity ensues as they strive to convince one and all that they're gay whilst secretly trying to win her heart.","Hindi, English","India, USA","3 wins & 10 nominations.","https://m.media-amazon.com/images/M/MV5BOTE0NDU1ZTctYjRjYS00OTEyLTkzOWQtNmRiNDg5ZDU1ODBiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg","N/A","6.5","13,183","tt1185420","movie","N/A","N/A","N/A","N/A","True",NULL
"Duplicate","1998","Not Rated","08 May 1998","164 min","Action, Comedy, Crime, Thriller","Mahesh Bhatt","Robin Bhatt, Akash Khurana, Javed Siddiqui","Shah Rukh Khan, Juhi Chawla, Sonali Bendre, Kajol","In order to evade the law, a ruthless don tries to kill his lookalike; a chef and tries to take his place.","Hindi","India","3 nominations.","https://m.media-amazon.com/images/M/MV5BYzkyZGRkYjEtZGJlNS00YzQ4LWJiNWYtMThhM2VlMWJmMzRiXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","N/A","5.5","6,627","tt0164550","movie","15 Dec 1998","N/A","N/A","N/A","True",NULL
"Agneepath","1990","Not Rated","16 Feb 1990","174 min","Action, Crime, Drama","Mukul Anand","H. Banerjee (Subtitles), Kader Khan (dialogue), Santosh Saroj (screenplay), Santosh Saroj (story)","Amitabh Bachchan, Mithun Chakraborty, Madhavi, Neelam Kothari","A young boy's quest for revenge leads him to become a gangster as an adult, and with each day he becomes more and more like his enemies. Can he find vengeance and redemption?","Hindi","India","3 wins & 3 nominations.","https://m.media-amazon.com/images/M/MV5BOGIyNGNhN2EtYTZiNC00MDJjLWI2M2ItZjA1MTBlYmNiODNlXkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","N/A","7.7","7,787","tt0098999","movie","21 Mar 2000","N/A","N/A","N/A","True",NULL
"Muqaddar Ka Faisla","1987","Not Rated","26 Jun 1987","171 min","Drama, Family","Prakash Mehra","Laxmikant Sharma (story), Prakash Mehra (screenplay), Laxmikant Sharma (screenplay), Kader Khan (dialogue)","Raaj Kumar, Rakhee Gulzar, Raj Babbar, Tina Ambani","An honest Hindu pandit (priest) is framed for embezzlement and rape, and not only dismissed from employment, but also arrested and imprisoned, leaving behind his family in destitution. On ...","Hindi","India","N/A","https://m.media-amazon.com/images/M/MV5BYzQ3ZmM5YTEtYzI5NC00ZTZhLWE3ZTEtOThjMDc4MWZjZjY0XkEyXkFqcGdeQXVyODE5NzE3OTE@._V1_SX300.jpg","N/A","6.2","24","tt0239682","movie","13 Sep 2005","N/A","N/A","N/A","True",NULL
"When Marnie Was There","2014","PG","19 Jul 2014","103 min","Animation, Drama, Family, Mystery","James Simone, Hiromasa Yonebayashi","Joan G. Robinson (based on the novel by), Keiko Niwa (screenplay by), Masashi Ando (screenplay by), Hiromasa Yonebayashi (screenplay by), David Freedman (screenplay adaptation by: English)","Sara Takatsuki, Kasumi Arimura, Nanako Matsushima, Susumu Terajima","Due to 12 y.o. Anna's asthma, she's sent to stay with relatives of her guardian in the Japanese countryside. She likes to be alone, sketching. She befriends Marnie. Who is the mysterious, blonde Marnie.","Japanese","Japan","Nominated for 1 Oscar. Another 4 wins & 17 nominations.","https://m.media-amazon.com/images/M/MV5BYTkyMTNmY2EtOTZmYi00YWU4LTgxN2UtZWU0NTI0OGFkMWRjXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg","72","7.7","26,941","tt3398268","movie","06 Oct 2015","$463,187","GKIDS","N/A","True",NULL
"Whisper of the Heart","1995","G","13 Dec 1996","111 min","Animation, Drama, Family, Music, Romance","Yoshifumi Kondô","Hayao Miyazaki (screenplay), Aoi Hiiragi (comic), Cindy Davis (screenplay: English version), Donald H. Hewitt (screenplay: English version)","Yoko Honna, Issey Takahashi, Takashi Tachibana, Shigeru Muroi","A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.","Japanese, English","Japan","N/A","https://m.media-amazon.com/images/M/MV5BNmQ3N2U5NGMtNjU0MS00YTQzLWE1ZDctZDU5M2M5NTNjOGRmXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg","75","8.0","43,204","tt0113824","movie","07 Mar 2006","N/A","Optimum Releasing","N/A","True",NULL
"Pom Poko","1994","PG","25 Dec 1995","119 min","Animation, Comedy, Drama, Family, Fantasy","Isao Takahata","Hayao Miyazaki (idea), Isao Takahata","Shinchô Kokontei, Makoto Nonomura, Yuriko Ishida, Norihei Miki","A community of magical shape-shifting raccoon dogs struggle to prevent their forest home from being destroyed by urban development.","Japanese","Japan","3 wins & 1 nomination.","https://m.media-amazon.com/images/M/MV5BODFjMjMyNjktNzc1ZS00NzMwLWJhMDgtNDk0OWNhNTkxNjMzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","77","7.3","21,219","tt0110008","movie","16 Aug 2005","N/A","N/A","N/A","True",NULL
"Howl's Moving Castle","2004","PG","17 Jun 2005","119 min","Animation, Adventure, Family, Fantasy","Hayao Miyazaki","Hayao Miyazaki (screenplay), Diana Wynne Jones (novel)","Chieko Baishô, Takuya Kimura, Akihiro Miwa, Tatsuya Gashûin","When an unconfident young woman is cursed with an old body by a spiteful witch, her only chance of breaking the spell lies with a self-indulgent yet insecure young wizard and his companions in his legged, walking castle.","Japanese","Japan","Nominated for 1 Oscar. Another 14 wins & 19 nominations.","https://m.media-amazon.com/images/M/MV5BZTRhY2QwM2UtNWRlNy00ZWQwLTg3MjktZThmNjQ3NTdjN2IxXkEyXkFqcGdeQXVyMzg2MzE2OTE@._V1_SX300.jpg","80","8.2","299,775","tt0347149","movie","07 Mar 2006","$4,520,887","Buena Vista","N/A","True",NULL
"From Up on Poppy Hill","2011","PG","16 Jul 2011","91 min","Animation, Drama, Family, Romance","Gorô Miyazaki","Tetsurô Sayama (original story), Hayao Miyazaki (screenplay), Keiko Niwa (screenplay), Patrick Mullen (Additional Dialogue,  English Language Adaptation), Chizuru Takahashi (comic), Tetsurô Sayama (comic)","Masami Nagasawa, Jun'ichi Okada, Keiko Takeshita, Yuriko Ishida","A group of Yokohama teens look to save their school's clubhouse from the wrecking ball in preparations for the 1964 Tokyo Olympics.","Japanese","Japan","6 wins & 11 nominations.","https://m.media-amazon.com/images/M/MV5BZmFjMTYwODAtMTUzZi00NWUzLWIzMjUtYTNiZTE2MzNlMjNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg","71","7.4","29,657","tt1798188","movie","03 Sep 2013","$696,519","Independent Pictures","N/A","True",NULL
"The Insult","2017","R","25 Jun 2019","113 min","Crime, Drama, Thriller","Ziad Doueiri","Ziad Doueiri, Joelle Touma","Adel Karam, Kamel El Basha, Camille Salameh, Diamand Bou Abboud","After an emotional exchange between a Lebanese Christian and a Palestinian refugee escalates, the men end up in a court case that gets national attention.","Arabic","France, Cyprus, Belgium, Lebanon, USA","Nominated for 1 Oscar. Another 17 wins & 14 nominations.","https://m.media-amazon.com/images/M/MV5BZTI1NGM1YjgtZjgzNS00MmYxLWIyYmYtOTUwNjA0YmYyN2E5XkEyXkFqcGdeQXVyNjc0MzY3NTA@._V1_SX300.jpg","72","7.7","12,742","tt7048622","movie","N/A","N/A","N/A","N/A","True",NULL
"Bittersweet","2010","N/A","N/A","7 min","Documentary, Short, News","Jan Kohler, Debi Lang","Zoltan Bojan Várkonyi","N/A","In 2008, fifteen year old Discovery School student, Jan Kohler, volunteered as a translator for the humanitarian organization Cape CARES in the rural Honduran village of San Marcos. During ...","English","USA, Honduras","N/A","N/A","N/A","N/A","N/A","tt1668053","movie","N/A","N/A","N/A","N/A","True",NULL
"Paharganj","2019","N/A","12 Apr 2019","108 min","Crime, Drama, Mystery","Rakesh Ranjan Kumar","Rakesh Ranjan Kumar, Hanuman Prasad Rai, Dheeraj Virmani","Lorena Franco, Bijesh Jayarajan, Neet Chowdhary, Rajeev Gaursingh","Coming from the streets of Paharganj, the movie depicts a woman's search for her lost love, a man's attempt to regain his lost enigma and dealing with his brother's untimely death, an unexpected political murder, and raging gang war.","Hindi","India","N/A","https://m.media-amazon.com/images/M/MV5BNjA0ZWExZDEtY2MzNi00NDE2LThlZDUtZDAxNmMxM2MyNTBjXkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg","N/A","6.9","962","tt7624840","movie","N/A","N/A","N/A","N/A","True",NULL
"There's Something in the Water","2019","N/A","08 Sep 2019","73 min","Documentary","Ian Daniel, Ellen Page","N/A","Ian Daniel, Ellen Page","The injustices and injuries caused by environmental racism in her home province, in this urgent documentary on Indigenous and African Nova Scotian women fighting to protect their communities, their land, and their futures.","English","Canada","N/A","https://m.media-amazon.com/images/M/MV5BOWRlZmU1ZjEtY2VmMC00NDlkLWE1NmEtMTZkZTBiNDBmNzE2XkEyXkFqcGdeQXVyNjgzMjQ0MTA@._V1_SX300.jpg","N/A","6.5","15","tt10864040","movie","N/A","N/A","N/A","N/A","True",NULL
"Trixie Mattel: Moving Parts","2019","N/A","25 Apr 2019","91 min","Documentary","Nicholas Zeig-Owens","Nicholas Zeig-Owens","Brian Firkus, Reuben Asberry Jr., Willam Belli, Braden Davis","Trixie charmed audiences and judges as winner of RuPaul's Drag Race All Stars. But the grind of performing and the pressure of the title proves that heavy is the head that wears the tiara.","English","USA","N/A","https://m.media-amazon.com/images/M/MV5BOWJjZWJhYjAtNDc2YS00N2M1LWJlZjQtMjdkZjMwNjRlNTJmXkEyXkFqcGdeQXVyNzE5NjM3ODE@._V1_SX300.jpg","N/A","7.3","339","tt10011508","movie","N/A","N/A","Cinetic Media","N/A","True",NULL
"Happy Old Year","2019","N/A","26 Dec 2019","N/A","N/A","Nawapol Thamrongrattanarit","Nawapol Thamrongrattanarit","Chutimon Chuengcharoensukying, Sunny Suwanmethanont, Sarika Sathsilpsupa, Apasiri Nitibhon","N/A","Thai","Thailand","N/A","https://m.media-amazon.com/images/M/MV5BOTVlMWFlZWUtZTM0ZC00MTE0LWE5ZjAtNGIzMTNjNTZiODcxXkEyXkFqcGdeQXVyNTk1NTkxMDI@._V1_SX300.jpg","N/A","N/A","N/A","tt11316824","movie","N/A","N/A","N/A","N/A","True",NULL
"The Rodriguez and the Beyond","2019","N/A","31 Oct 2019","116 min","Adventure, Comedy, Family","Paco Arango","Paco Arango","Edu Soto, Mariana Treviño, Rodrigo Simón, Sara Jiménez","The father turns on as a light bulb, the older daughter has super-strength, the younger daughter is capable to be invisible, the grandmother floats and the son is super-intelligent. Definitely this family is from another world.","Catalan, English, Spanish","Mexico, Spain","N/A","https://m.media-amazon.com/images/M/MV5BODI2YzU2ZTYtYzA0NC00MjVhLTg1OWQtODAxNmE5MzNlMzEzXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg","N/A","4.1","126","tt7543538","movie","N/A","N/A","N/A","N/A","True",NULL
